857.064 5.5
1310.65 5.6
1769.67 5.7
2201.6 5.8
2610.9 5.9
3015.8 6
3409.52 6.1
3804.25 6.2
4192.95 6.3
4581.03 6.4
4964.78 6.5
6856.05 7
10482.1 8
13518.6 9
16587 10
21496.2 12
24310.5 14
27504.4 17
30282.1 21
32378.5 27
33194.9 33
33140.1 40
32923.8 50
32086.9 60
31349.4 70
30899.3 80
29619.2 100
22787 300
17277.6 1000
14418.9 2000
12931.6 3000
12034.7 4000
11381.9 5000
