11.3549646778	1.0e-37
12.7052205019	3.80968016122e-38
14.0702739159	1.87250275081e-38
16.5640535183	7.357369170959999e-39
19.2015380123	3.90647828848e-39
22.7155092295	2.1893667831499997e-39
27.7031986399	1.35656069242e-39
37.5924405848	8.2129893059e-40
49.472844642	6.36584156622e-40
66.4400511949	5.66973091255e-40
87.8704320835	5.66973091255e-40
116.800463767	6.12479230749e-40
146.066544425	6.771407661989999e-40
203.231257248	8.276641593760001e-40
300.538396309	1.1013139703699999e-39
482.054572734	1.68391513805e-39
847.252278459	2.7387499897e-39
2114.22373909	6.654799171899999e-39
4092.33549251	1.27285188751e-38
6530.5643782	2.02279272523e-38
10000.0	3.04547228874e-38
