1.01586091	1.07E-42
1.082838027	1.11E-42
1.154193535	1.17E-42
1.230260008	1.23E-42
1.311339599	1.30E-42
1.397761977	1.36E-42
1.489879926	1.44E-42
1.588068806	1.51E-42
1.692730453	1.59E-42
1.804287971	1.67E-42
1.923197563	1.76E-42
2.04994376	1.85E-42
2.185060976	1.93E-42
2.329118808	2.00E-42
2.482672884	2.06E-42
2.646350469	2.13E-42
2.820821882	2.20E-42
3.006789856	2.28E-42
3.205026347	2.35E-42
3.416336	2.42E-42
3.641607368	2.48E-42
3.881735002	2.54E-42
4.137696655	2.60E-42
4.410529628	2.66E-42
4.701364833	2.72E-42
5.011393474	2.78E-42
5.341855792	2.84E-42
5.694118295	2.90E-42
6.06961034	2.96E-42
6.46988703	3.01E-42
6.896543331	3.07E-42
7.351358104	3.13E-42
7.83617515	3.18E-42
8.352956971	3.23E-42
35.44630859	3.27E-42
8.903824206	3.29E-42
29.97304083	3.32E-42
9.491044826	3.33E-42
28.11779857	3.35E-42
32.11742063	3.36E-42
24.74502579	3.37E-42
26.37747156	3.37E-42
10.11704548	3.37E-42
23.21345366	3.38E-42
33.9158292	3.40E-42
10.78431863	3.41E-42
21.77662096	3.41E-42
20.42890158	3.41E-42
11.49564333	3.44E-42
19.16432464	3.45E-42
12.25393675	3.46E-42
17.97809137	3.48E-42
13.06216271	3.50E-42
13.9238465	3.50E-42
16.86533552	3.50E-42
14.8422671	3.53E-42
15.82138069	3.54E-42
32.58178142	4.58E-42
30.92643113	5.55E-42
29.04790673	6.76E-42
27.85300469	8.04E-42
26.60572571	1.02E-41
25.0029371	1.25E-41
23.45034384	1.50E-41
22.79905398	1.78E-41
21.81357144	2.21E-41
20.62249238	2.71E-41
19.34114438	3.36E-41
18.2486017	4.11E-41
17.49445175	5.16E-41
16.73832788	6.39E-41
15.82463064	7.72E-41
14.84140592	9.55E-41
13.91917854	1.19E-40
13.15880073	1.49E-40
12.4484261	1.84E-40
12.04553517	2.33E-40
11.4334134	2.85E-40
10.74457492	3.50E-40
10.09727205	4.27E-40
9.488842903	5.28E-40
8.917188992	6.45E-40
8.363252915	7.89E-40
7.843743475	9.63E-40
7.395261442	1.16E-39
7.165886372	1.50E-39
6.966277401	1.92E-39
6.612272901	2.34E-39
6.21385668	2.89E-39
5.933640765	3.47E-39
5.719211346	3.80E-39
