5	1.98E-37
5.52605	3.64E-38
6.10744	9.38E-39
6.75001	3.18E-39
7.46017	1.34E-39
8.24506	6.69E-40
9.11252	3.80E-40
10.07125	2.37E-40
11.13084	1.57E-40
12.30192	1.10E-40
13.5962	8.14E-41
15.02665	6.13E-41
16.6076	4.71E-41
18.35489	3.74E-41
20.286	3.07E-41
22.42029	2.61E-41
24.77912	2.27E-41
27.38613	2.03E-41
30.26742	1.85E-41
33.45185	1.72E-41
36.97132	1.61E-41
40.86107	1.66E-41
45.16005	1.72E-41
49.91134	1.79E-41
55.1625		1.87E-41
60.96614	1.96E-41
67.38038	2.07E-41
74.46946	2.19E-41
82.30438	2.34E-41
90.96361	2.52E-41
100.53388	2.75E-41
111.11103	3.02E-41
122.80101	3.32E-41
135.72088	3.65E-41
150.00005	4.01E-41
165.78154	4.40E-41
183.22339	4.83E-41
202.50029	5.31E-41
223.80532	5.83E-41
247.35185	6.40E-41
273.3757	7.03E-41
302.13751	7.72E-41
333.92536	8.48E-41
369.05759	9.32E-41
407.88609	1.02E-40
450.79972	1.12E-40
498.22829	1.23E-40
550.64682	1.36E-40
608.58029	1.49E-40
672.60893	1.64E-40
743.37401	1.80E-40
821.58428	1.97E-40
908.02304	2.17E-40
1003.55601	2.38E-40
1109.13999	2.63E-40
1225.83245	2.92E-40
1354.8021	3.23E-40
1497.34063	3.57E-40
1654.87561	3.96E-40
1828.98483	4.38E-40
2021.41205	4.85E-40
2234.08451	5.36E-40
2469.13221	5.94E-40
2728.90924	6.57E-40
3016.01738	7.28E-40
3333.33212	8.05E-40
3684.0315	8.92E-40
4071.62791	9.86E-40
4500.00327	1.09E-39
4973.44795	1.20E-39
5496.70367	1.33E-39
6075.01105	1.47E-39
6714.16206	1.62E-39
7420.55805	1.79E-39
8201.27386	1.98E-39
9064.12866	2.18E-39
10017.7643	2.41E-39
11071.73179	2.66E-39
12236.58705	2.94E-39
13523.99655	3.25E-39
14946.85422	3.58E-39
16519.41053	3.96E-39
18257.41526	4.37E-39
20178.27521	4.83E-39
22301.22855	5.33E-39
24647.5375	5.89E-39
27240.70126	6.50E-39
30106.69139	7.18E-39
33274.21192	7.93E-39
36774.98681	8.76E-39
40644.07772	9.67E-39
44920.2351	1.07E-38
49646.28636	1.18E-38
54869.56478	1.30E-38
60642.38354	1.44E-38
67022.55971	1.59E-38
74073.99326	1.75E-38
81867.30709	1.94E-38
90480.55432	2.14E-38
100000	2.36E-38
