5	1.60E-35
5.52605	1.90E-36
6.10744	3.78E-37
6.75001	1.12E-37
7.46017	4.53E-38
8.24506	2.27E-38
9.11252	1.31E-38
10.07125	8.24E-39
11.13084	5.31E-39
12.30192	3.55E-39
13.5962		2.53E-39
15.02665	1.95E-39
16.6076		1.59E-39
18.35489	1.30E-39
20.286		1.06E-39
22.42029	8.74E-40
24.77912	7.39E-40
27.38613	6.37E-40
30.26742	5.59E-40
33.45185	4.98E-40
36.97132	4.91E-40
40.86107	5.02E-40
45.16005	5.16E-40
49.91134	5.34E-40
55.1625		5.54E-40
60.96614	5.78E-40
67.38038	6.07E-40
74.46946	6.40E-40
82.30438	6.78E-40
90.96361	7.25E-40
100.53388	7.83E-40
111.11103	8.59E-40
122.80101	9.43E-40
135.72088	1.03E-39
150.00005	1.14E-39
165.78154	1.25E-39
183.22339	1.37E-39
202.50029	1.50E-39
223.80532	1.65E-39
247.35185	1.81E-39
273.3757	1.98E-39
302.13751	2.18E-39
333.92536	2.39E-39
369.05759	2.62E-39
407.88609	2.88E-39
450.79972	3.16E-39
498.22829	3.47E-39
550.64682	3.81E-39
608.58029	4.18E-39
672.60893	4.58E-39
743.37401	5.03E-39
821.58428	5.52E-39
908.02304	6.06E-39
1003.55601	6.65E-39
1109.13999	7.33E-39
1225.83245	8.08E-39
1354.8021	8.90E-39
1497.34063	9.81E-39
1654.87561	1.08E-38
1828.98483	1.19E-38
2021.41205	1.31E-38
2234.08451	1.45E-38
2469.13221	1.59E-38
2728.90924	1.76E-38
3016.01738	1.94E-38
3333.33212	2.13E-38
3684.0315	2.35E-38
4071.62791	2.59E-38
4500.00327	2.87E-38
4973.44795	3.17E-38
5496.70367	3.51E-38
6075.01105	3.89E-38
6714.16206	4.30E-38
7420.55805	4.76E-38
8201.27386	5.26E-38
9064.12866	5.83E-38
10017.7643	6.45E-38
11071.73179	7.13E-38
12236.58705	7.89E-38
13523.99655	8.73E-38
14946.85422	9.66E-38
16519.41053	1.07E-37
18257.41526	1.18E-37
20178.27521	1.31E-37
22301.22855	1.45E-37
24647.5375	1.60E-37
27240.70126	1.77E-37
30106.69139	1.96E-37
33274.21192	2.17E-37
36774.98681	2.40E-37
40644.07772	2.66E-37
44920.2351	2.94E-37
49646.28636	3.25E-37
54869.56478	3.60E-37
60642.38354	3.99E-37
67022.55971	4.41E-37
74073.99326	4.88E-37
81867.30709	5.40E-37
90480.55432	5.97E-37
100000	6.61E-37
